TransactionID,CustomerID,Date,ProductCategory,Country,TransactionAmount,LoyaltyScore
TXN00359,CUST0073,2025-11-22,Electronics,Canada,321.18,71.0
TXN00259,CUST0013,2025-07-19,Electronics,Canada,334.35,63.0
TXN00745,CUST0086,2025-04-12,Clothing,Canada,1000.0,58.0
TXN00628,CUST0101,2025-05-16,Electronics,France,40.52,85.0
TXN00633,CUST0198,2025-09-26,Clothing,Germany,237.04,16.0
TXN00283,CUST0149,2026-02-09,Sports,Spain,230.37,74.0
TXN00377,CUST0111,2025-08-27,Clothing,Canada,384.29,47.0
TXN00385,CUST0084,2025-12-09,Sports,Canada,202.55,79.0
TXN00225,CUST0092,2025-10-12,Electronics,Germany,103.01,16.0
TXN00877,CUST0095,2025-03-25,Clothing,United States,111.32,47.0
TXN00473,CUST0087,2025-04-08,Home & Garden,Germany,401.95774841437634,59.0
TXN00348,CUST0175,2025-09-06,Home & Garden,Spain,401.95774841437634,71.0
TXN00506,CUST0004,2025-08-16,Home & Garden,Germany,391.79,93.0
TXN00640,CUST0096,2025-05-06,Electronics,France,136.82,10.0
TXN00798,CUST0127,2025-08-05,Clothing,Spain,62.41,79.0
TXN01000,CUST0191,2025-12-30,Sports,France,134.12,82.0
TXN00620,CUST0190,2025-07-08,Sports,UK,190.45,64.0
TXN00953,CUST0051,2025-12-16,Clothing,Spain,241.76,2.0
TXN00865,CUST0123,2025-08-31,Books,Germany,389.64,63.0
TXN00646,CUST0158,2025-10-02,Clothing,Spain,254.46,71.0
TXN00913,CUST0031,2025-03-09,Clothing,Germany,1000.0,13.0
TXN00557,CUST0139,2025-07-20,Electronics,Spain,277.71,55.0
TXN00682,CUST0105,2025-05-30,Sports,Spain,139.98,37.0
TXN00578,CUST0043,2025-04-16,Electronics,Germany,159.7,90.0
TXN00796,CUST0001,2025-04-12,Home & Garden,Canada,482.57,38.0
TXN00086,CUST0179,2025-12-27,Home & Garden,France,104.0,86.0
TXN00243,CUST0081,2025-03-27,Books,Canada,134.9,20.0
TXN00699,CUST0082,2025-08-16,Electronics,United States,282.62,71.0
TXN00941,CUST0011,2025-04-19,Books,Canada,164.55,74.0
TXN00160,CUST0192,2025-07-21,Sports,Canada,70.93,50.0
TXN00525,CUST0197,2025-03-27,Clothing,Spain,183.95,83.0
TXN00036,CUST0058,2026-02-20,Electronics,Canada,298.27,30.0
TXN00541,CUST0148,2025-11-27,Electronics,France,189.24,26.0
TXN00171,CUST0169,2025-08-03,Sports,Germany,36.56,67.0
TXN00655,CUST0091,2025-11-01,Clothing,UK,300.33,95.0
TXN00971,CUST0141,2025-08-11,Electronics,United States,266.75,50.0
TXN00924,CUST0151,2026-02-23,Clothing,France,371.09,9.0
TXN00914,CUST0055,2025-09-10,Sports,Germany,402.42,79.0
TXN00734,CUST0088,2025-06-02,Clothing,Spain,322.77,61.0
TXN00096,CUST0198,2025-11-10,Electronics,Germany,96.18,90.0
TXN00564,CUST0174,2025-08-04,Electronics,UK,401.95774841437634,36.0
TXN00241,CUST0168,2025-11-12,Sports,Spain,220.73,30.0
TXN00743,CUST0036,2025-08-05,Clothing,Canada,493.72,59.0
TXN00864,CUST0112,2025-12-24,Home & Garden,Canada,342.99,43.0
TXN00575,CUST0005,2025-07-20,Electronics,UK,233.69,55.0
TXN00691,CUST0171,2025-03-25,Electronics,United States,178.46,70.0
TXN00461,CUST0049,2025-08-21,Electronics,Canada,340.1,78.0
TXN00554,CUST0057,2025-10-13,Home & Garden,United States,120.17,37.0
TXN00945,CUST0199,2025-12-31,Clothing,Germany,352.14,59.0
TXN00207,CUST0161,2025-04-06,Electronics,Spain,29.32,57.0
TXN00393,CUST0029,2025-07-20,Clothing,United States,163.71,20.0
TXN00795,CUST0184,2026-01-12,Books,United States,401.95774841437634,50.0
TXN00871,CUST0094,2025-05-05,Books,UK,369.28,38.0
TXN00398,CUST0185,2025-06-28,Home & Garden,France,104.21,32.0
TXN00767,CUST0085,2026-02-24,Clothing,United States,339.1,15.0
TXN00915,CUST0179,2025-08-15,Electronics,UK,482.64,1.0
TXN00218,CUST0167,2025-12-21,Books,United States,1000.0,5.0
TXN00005,CUST0057,2025-10-11,Books,France,406.62,1.0
TXN00769,CUST0186,2025-04-07,Electronics,Canada,123.27,38.0
TXN00643,CUST0044,2025-08-12,Sports,Germany,253.1,49.0
TXN00965,CUST0021,2025-11-06,Clothing,Canada,163.61,84.0
TXN00613,CUST0063,2025-08-28,Electronics,Germany,197.66,20.0
TXN00739,CUST0108,2025-10-20,Home & Garden,Canada,296.93,60.0
TXN00547,CUST0178,2025-08-16,Clothing,France,214.94,18.0
TXN00726,CUST0102,2026-02-27,Sports,United States,260.64,85.0
TXN00684,CUST0126,2025-08-30,Clothing,United States,11.87,12.0
TXN00099,CUST0153,2025-04-23,Home & Garden,Germany,401.95774841437634,65.0
TXN00805,CUST0154,2025-06-17,Sports,Canada,441.88,54.0
TXN00728,CUST0176,2026-01-29,Electronics,Germany,174.78,36.0
TXN00574,CUST0175,2026-01-11,Electronics,United States,316.83,59.0
TXN00407,CUST0063,2025-06-04,Electronics,Spain,120.58,30.0
TXN00503,CUST0027,2025-11-27,Clothing,United States,221.18,50.0
TXN00048,CUST0055,2025-12-08,Books,United States,195.7,50.0
TXN00033,CUST0169,2025-12-08,Books,France,139.88,78.0
TXN00780,CUST0029,2026-02-07,Books,Germany,41.03,84.0
TXN00840,CUST0162,2025-07-28,Clothing,Spain,419.48,27.0
TXN00201,CUST0078,2025-06-28,Clothing,Germany,62.26,49.0
TXN00135,CUST0022,2025-08-06,Clothing,Spain,249.4,98.0
TXN00028,CUST0161,2025-06-16,Home & Garden,Spain,308.4,20.0
TXN00947,CUST0026,2025-04-23,Home & Garden,Canada,432.3,24.0
TXN00231,CUST0034,2025-11-01,Electronics,Canada,298.54,3.0
TXN00490,CUST0146,2026-02-07,Books,Canada,462.84,88.0
TXN00773,CUST0085,2025-04-18,Home & Garden,Germany,141.47,94.0
TXN00379,CUST0142,2025-08-17,Home & Garden,United States,257.09,98.0
TXN00289,CUST0166,2025-09-15,Home & Garden,United States,56.31,50.0
TXN00419,CUST0189,2025-05-16,Home & Garden,Canada,340.46,25.0
TXN00675,CUST0106,2025-09-04,Books,Germany,277.55,13.0
TXN00392,CUST0098,2025-10-29,Clothing,Spain,25.47,90.0
TXN00593,CUST0062,2026-01-04,Books,Germany,128.13,82.0
TXN00499,CUST0048,2025-08-20,Sports,Spain,51.99,80.0
TXN00139,CUST0109,2025-09-03,Sports,Canada,354.4,35.0
TXN00063,CUST0068,2025-05-23,Electronics,United States,86.17,37.0
TXN00472,CUST0098,2025-06-20,Sports,UK,279.81,88.0
TXN00648,CUST0052,2025-04-14,Sports,UK,497.1,70.0
TXN00129,CUST0070,2025-06-28,Sports,France,401.95774841437634,94.0
TXN00521,CUST0169,2025-07-29,Clothing,Spain,396.65,10.0
TXN00839,CUST0138,2025-04-16,Sports,United States,42.08,86.0
TXN00065,CUST0068,2025-10-25,Sports,Germany,453.61,7.0
TXN00813,CUST0171,2025-06-02,Books,Spain,150.1,55.0
TXN00015,CUST0063,2025-08-20,Clothing,Germany,142.27,82.0
TXN00157,CUST0019,2025-04-16,Clothing,Canada,299.0,26.0
TXN00041,CUST0025,2025-07-25,Electronics,Spain,183.61,53.0
TXN00493,CUST0102,2025-12-09,Electronics,Canada,286.34,73.0
TXN00380,CUST0141,2025-03-19,Home & Garden,France,309.41,17.0
TXN00188,CUST0004,2025-04-01,Clothing,Germany,485.28,10.0
TXN00764,CUST0028,2025-04-25,Books,UK,107.88,34.0
TXN00217,CUST0057,2025-07-08,Electronics,Spain,455.6,39.0
TXN00922,CUST0010,2025-04-01,Home & Garden,UK,10.14,50.0
TXN00792,CUST0078,2025-11-17,Sports,France,330.75,59.0
TXN00053,CUST0021,2025-05-02,Clothing,United States,43.3,31.0
TXN00879,CUST0083,2025-06-09,Electronics,Spain,401.95774841437634,36.0
TXN00338,CUST0020,2025-06-13,Books,Canada,402.54,87.0
TXN00749,CUST0052,2025-09-19,Home & Garden,United States,380.86,68.0
TXN00720,CUST0099,2025-05-14,Electronics,UK,392.12,28.0
TXN00725,CUST0065,2025-09-29,Clothing,Germany,341.83,80.0
TXN00296,CUST0088,2025-11-07,Books,UK,499.99,20.0
TXN00702,CUST0107,2025-05-16,Clothing,UK,298.09,98.0
TXN00252,CUST0143,2025-03-31,Electronics,France,416.44,35.0
TXN00727,CUST0096,2025-05-02,Sports,Spain,308.43,39.0
TXN00462,CUST0011,2025-05-06,Electronics,UK,364.91,72.0
TXN00456,CUST0082,2025-12-16,Books,Germany,156.95,24.0
TXN00271,CUST0112,2025-07-22,Electronics,UK,298.55,68.0
TXN00816,CUST0074,2026-01-30,Home & Garden,UK,348.39,38.0
TXN00270,CUST0044,2025-03-14,Sports,Germany,460.69,12.0
TXN00202,CUST0147,2025-10-02,Home & Garden,France,496.42,50.0
TXN00162,CUST0021,2025-07-24,Sports,United States,369.92,78.0
TXN00556,CUST0147,2025-05-28,Electronics,Canada,413.41,47.0
TXN00730,CUST0077,2025-06-11,Clothing,UK,385.08,8.0
TXN00402,CUST0071,2025-05-13,Home & Garden,United States,341.54,49.0
TXN00703,CUST0026,2026-01-10,Electronics,France,395.02,69.0
TXN00477,CUST0060,2025-12-15,Electronics,Spain,14.48,65.0
TXN00822,CUST0058,2025-05-27,Home & Garden,France,401.95774841437634,26.0
TXN00772,CUST0025,2025-12-22,Electronics,United States,335.04,22.0
TXN00106,CUST0120,2025-11-17,Books,United States,418.12,50.0
TXN00566,CUST0083,2025-08-13,Clothing,Spain,249.83,74.0
TXN00390,CUST0199,2025-11-06,Sports,France,363.49,75.0
TXN00002,CUST0189,2025-05-27,Electronics,Spain,52.6,55.0
TXN00562,CUST0090,2025-05-01,Sports,Canada,274.0,42.0
TXN00932,CUST0018,2025-11-10,Books,Spain,341.69,30.0
TXN00081,CUST0112,2026-01-02,Sports,France,198.75,74.0
TXN00206,CUST0159,2025-03-30,Home & Garden,Spain,401.95774841437634,18.0
TXN00035,CUST0103,2025-06-11,Home & Garden,Germany,231.23,32.0
TXN00776,CUST0167,2025-12-25,Clothing,United States,351.12,8.0
TXN00509,CUST0017,2025-10-12,Clothing,Germany,216.34,62.0
TXN00428,CUST0040,2025-04-26,Books,Spain,193.08,90.0
TXN00455,CUST0013,2025-03-24,Home & Garden,Spain,196.77,50.0
TXN00367,CUST0041,2025-06-28,Books,Germany,237.58,44.0
TXN00092,CUST0061,2025-11-21,Home & Garden,UK,82.2,6.0
TXN00898,CUST0158,2025-06-03,Sports,United States,256.63,16.0
TXN00565,CUST0168,2025-12-25,Clothing,Spain,132.34,92.0
TXN00346,CUST0157,2025-06-24,Home & Garden,Spain,108.09,18.0
TXN00777,CUST0041,2025-05-04,Electronics,Germany,246.51,73.0
TXN00242,CUST0106,2025-08-10,Home & Garden,Germany,213.83,13.0
TXN00014,CUST0166,2025-04-11,Electronics,France,93.86,50.0
TXN00316,CUST0160,2026-01-05,Books,United States,419.98,64.0
TXN00601,CUST0040,2025-08-14,Sports,Canada,297.35,98.0
TXN00388,CUST0095,2026-01-05,Home & Garden,Spain,490.15,75.0
TXN00274,CUST0050,2025-04-06,Home & Garden,Canada,409.37,50.0
TXN00167,CUST0121,2025-09-13,Home & Garden,Germany,167.32,14.0
TXN00841,CUST0138,2026-01-25,Books,Spain,401.95774841437634,20.0
TXN00021,CUST0150,2025-08-10,Books,France,187.38,18.0
TXN00647,CUST0123,2025-10-10,Electronics,United States,197.68,54.0
TXN00819,CUST0131,2025-03-27,Home & Garden,Spain,33.02,49.0
TXN00485,CUST0058,2026-01-20,Home & Garden,Spain,330.33,84.0
TXN00505,CUST0142,2025-04-30,Electronics,France,394.37,50.0
TXN00832,CUST0093,2025-04-20,Home & Garden,UK,269.94,72.0
TXN00244,CUST0176,2026-01-15,Books,United States,417.57,12.0
TXN00567,CUST0162,2025-08-02,Home & Garden,Spain,193.83,10.0
TXN00876,CUST0092,2025-06-26,Electronics,UK,123.56,34.0
TXN00563,CUST0181,2025-05-13,Home & Garden,Canada,141.0,66.0
TXN00687,CUST0102,2025-03-29,Books,Germany,139.85,83.0
TXN00958,CUST0025,2025-09-12,Books,Spain,401.95774841437634,47.0
TXN00190,CUST0021,2025-06-02,Home & Garden,Spain,196.2,41.0
TXN00976,CUST0114,2025-05-30,Clothing,Spain,96.75,77.0
TXN00700,CUST0084,2025-07-11,Home & Garden,France,459.41,2.0
TXN00511,CUST0153,2025-07-11,Sports,UK,62.42,39.0
TXN00857,CUST0141,2025-05-25,Books,Spain,401.95774841437634,86.0
TXN00748,CUST0104,2025-08-18,Books,Germany,12.29,69.0
TXN00253,CUST0008,2025-03-08,Clothing,Canada,383.58,44.0
TXN00022,CUST0131,2026-02-06,Books,United States,431.94,20.0
TXN00460,CUST0085,2025-08-25,Electronics,Germany,55.31,93.0
TXN00277,CUST0145,2025-03-19,Sports,Germany,462.84,73.0
TXN00956,CUST0065,2026-02-06,Sports,France,205.22,89.0
TXN00386,CUST0190,2025-09-11,Home & Garden,France,258.58,66.0
TXN00806,CUST0156,2025-08-11,Clothing,Canada,482.16,38.0
TXN00344,CUST0064,2025-11-27,Electronics,United States,254.53,50.0
TXN00770,CUST0068,2026-01-10,Books,United States,408.46,6.0
TXN00131,CUST0072,2025-07-08,Books,UK,289.23,86.0
TXN00872,CUST0035,2025-06-14,Books,France,54.37,47.0
TXN00088,CUST0001,2025-11-15,Home & Garden,Canada,220.65,75.0
TXN00331,CUST0112,2025-07-20,Books,Spain,448.37,50.0
TXN00467,CUST0167,2025-10-20,Home & Garden,Canada,186.23,64.0
TXN00122,CUST0080,2026-02-17,Electronics,France,465.15,74.0
TXN00861,CUST0085,2025-09-27,Sports,Spain,349.79,20.0
